sex,row_number,liters_drunk,age,drink,check_number,label
М,26.0,2,76,Strong beer,387,1
Не указан,29.0,5,38,Bugbeer,3999,1
М,53.0,3,44,Water,9032,1
Не указан,39.0,2,23,Water,8573,0
Ж,62.0,0,23,Bugbeer,3458,0
Не указан,57.0,83865425,49,Fanta,6811,1
Не указан,57.0,4,28,Water,5556,0
М,30.0,2,18,Water,7709,1
Не указан,79.0,2,33,Cola,6659,0
Ж,62.0,0,27,Fanta,914,1
Не указан,77.0,2,69,Bugbeer,9334,0
М,17.0,5,62,Cola,6814,1
Ж,21.0,4,47,Beerbeer,5076,1
Не указан,97.0,0,54,Bugbeer,5712,1
Ж,22.0,0,79,Fanta,8161,0
Не указан,68.0,1,46,Strong beer,7379,0
Не указан,89.0,46381715,13,Water,6177,1
Не указан,34.0,-1,59,Beerbeer,7287,1
Ж,100.0,64405131,32,Beerbeer,3077,0
М,30.0,5,70,Strong beer,6728,1
М,15.0,5,32,Cola,4000,0
Не указан,70.0,-3,30,Beerbeer,3253,1
М,82.0,3,62,Bugbeer,2460,0
М,59.0,5,43,Fanta,9157,1
М,33.0,1,53,Fanta,3310,0
Ж,,0,38,Bugbeer,9947,0
М,74.0,3,77,Fanta,4233,1
Не указан,11.0,4,78,Bugbeer,2775,1
М,94.0,2,59,Beerbeer,2896,1
Не указан,41.0,2,21,Beerbeer,5345,1
Не указан,70.0,0,17,Water,6055,1
Ж,38.0,1,58,Strong beer,2055,0
Ж,93.0,2,18,Fanta,6176,1
Не указан,68.0,40796957,13,Water,7599,1
Не указан,34.0,1,28,Cola,8298,1
М,86.0,0,13,Fanta,386,1
Не указан,5.0,2,47,Fanta,9399,0
М,0.0,0,36,Bugbeer,4822,0
Ж,6.0,5,40,Beerbeer,9050,1
Ж,3.0,4,50,Beerbeer,3050,1
Не указан,75.0,0,75,Fanta,6294,0
М,97.0,1,56,Strong beer,5351,0
Не указан,17.0,3,68,Cola,4717,1
Не указан,1.0,5,27,Bugbeer,6330,1
Ж,69.0,4,59,Fanta,5973,0
Не указан,88.0,66746959,27,Strong beer,9163,1
Ж,80.0,1,41,Cola,1592,1
Ж,49.0,0,45,Bugbeer,659,0
Ж,88.0,1,24,Cola,4328,0
Не указан,7.0,0,75,Strong beer,5125,0
М,6.0,4,77,Bugbeer,5118,1
М,96.0,-5,21,Water,4685,0
Не указан,63.0,96281696,25,Bugbeer,4733,1
Ж,7.0,1,43,Fanta,2314,0
Ж,87.0,1,45,Cola,3604,0
Не указан,3.0,3,46,Strong beer,7373,1
Не указан,68.0,2,61,Beerbeer,4995,1
Не указан,55.0,1,25,Fanta,1193,1
М,30.0,32239576,75,Bugbeer,776,1
Ж,79.0,0,71,Strong beer,4126,1
М,49.0,5,47,Water,306,1
Ж,13.0,4,17,Cola,3967,0
Ж,1.0,0,10,Cola,2803,1
Не указан,6.0,1,71,Beerbeer,7673,1
Не указан,40.0,3,40,Water,9809,1
М,70.0,0,74,Bugbeer,9183,1
М,53.0,4,32,Fanta,5129,1
Ж,9.0,5,43,Water,7865,1
Не указан,60.0,2,29,Cola,3193,0
Не указан,100.0,5,65,Fanta,4324,1
М,64.0,2,57,Strong beer,4983,1
Не указан,45.0,5,13,Water,6019,1
Ж,81.0,3,10,Cola,9775,0
Ж,43.0,3,17,Fanta,6899,1
Не указан,51.0,0,42,Fanta,3277,0
Не указан,42.0,0,36,Water,9461,0
Не указан,,0,60,Water,6903,1
Ж,35.0,2,68,Cola,9839,1
М,55.0,0,58,Fanta,381,0
Ж,69.0,5,27,Strong beer,4859,1
Не указан,23.0,5,49,Fanta,7891,0
Ж,55.0,1,76,Water,4930,0
М,26.0,4,10,Cola,8654,1
Не указан,0.0,0,52,Cola,7378,0
Ж,0.0,3,55,Water,8262,0
Ж,,4,49,Bugbeer,8525,1
Не указан,72.0,5,62,Strong beer,6225,0
М,58.0,5,42,Beerbeer,3386,1
Ж,94.0,3,62,Fanta,602,0
М,,1,46,Beerbeer,5172,1
Ж,0.0,89488094,21,Strong beer,3186,1
Ж,55.0,3,77,Beerbeer,325,1
Не указан,80.0,2,71,Cola,9072,1
М,40.0,0,35,Cola,5572,0
Не указан,69.0,1,23,Beerbeer,2625,1
Ж,83.0,92483231,41,Strong beer,5135,0
Ж,74.0,5,36,Beerbeer,4527,1
Не указан,76.0,3,25,Water,6822,0
Ж,40.0,66914689,32,Cola,7218,1
Ж,78.0,81616316,64,Cola,6145,1
Ж,96.0,5,77,Water,5798,1
Ж,54.0,1,70,Bugbeer,8090,1
М,36.0,-5,33,Beerbeer,2466,1
Не указан,29.0,1,30,Fanta,6400,1
Не указан,2.0,1,74,Cola,5747,1
М,93.0,2,21,Fanta,3500,1
Ж,58.0,1,59,Strong beer,6003,1
М,75.0,1,42,Beerbeer,2938,0
Не указан,91.0,0,71,Cola,5636,1
Не указан,84.0,3,11,Fanta,2578,0
Не указан,56.0,5,31,Fanta,2764,1
М,53.0,3,29,Water,4788,1
Не указан,,2,37,Beerbeer,7491,0
М,57.0,4,11,Fanta,1404,1
М,32.0,-4,41,Water,6706,1
М,58.0,2,63,Bugbeer,3602,1
Не указан,46.0,0,76,Water,4081,0
Не указан,34.0,1,34,Bugbeer,5894,0
М,11.0,3,67,Fanta,9234,1
М,98.0,5,27,Water,971,1
Не указан,35.0,1,78,Water,8433,0
М,94.0,0,10,Fanta,8120,1
Ж,,42496815,57,Beerbeer,7227,1
Не указан,68.0,4,77,Water,5480,1
Не указан,43.0,0,14,Fanta,9455,1
М,50.0,2,62,Fanta,7302,1
М,,3,44,Water,7809,1
Не указан,0.0,1,70,Bugbeer,2317,0
Не указан,8.0,5,18,Water,9877,1
Не указан,81.0,4,80,Bugbeer,3275,1
Ж,44.0,1,69,Water,9612,1
Ж,66.0,2,29,Strong beer,8503,0
Ж,12.0,0,35,Cola,8250,0
Ж,1.0,2,53,Beerbeer,8648,1
Не указан,72.0,1,24,Cola,2279,0
Ж,33.0,0,12,Water,4632,0
Не указан,4.0,2,59,Cola,3103,1
Не указан,42.0,4,11,Fanta,9878,0
Не указан,6.0,5,51,Fanta,7861,1
М,84.0,0,47,Strong beer,3626,1
Не указан,45.0,4,38,Fanta,7404,0
Не указан,9.0,4,45,Bugbeer,287,1
Не указан,14.0,5,23,Beerbeer,8078,1
Ж,100.0,3,24,Strong beer,8331,1
М,77.0,1,41,Cola,105,0
Ж,47.0,1,76,Bugbeer,767,0
М,31.0,2,80,Beerbeer,1583,1
Не указан,76.0,0,63,Cola,7184,0
Не указан,30.0,3,39,Water,5967,1
Не указан,69.0,1,29,Water,6982,0
Ж,45.0,4,61,Strong beer,2553,0
М,,5,52,Fanta,942,0
М,34.0,2,74,Cola,3960,1
М,19.0,2,50,Fanta,3871,1
М,13.0,1,26,Beerbeer,1743,0
Ж,15.0,0,46,Bugbeer,5306,1
Не указан,79.0,1,37,Bugbeer,2567,0
М,37.0,2,70,Beerbeer,669,1
М,68.0,5,26,Fanta,6919,0
М,16.0,2,64,Cola,1135,0
Ж,65.0,4,76,Strong beer,1746,0
Ж,8.0,5,29,Bugbeer,600,1
М,16.0,1,38,Water,8480,1
Не указан,47.0,-4,22,Fanta,9795,1
Ж,95.0,0,75,Strong beer,6291,1
М,91.0,5,56,Strong beer,2274,1
М,21.0,22065693,41,Bugbeer,5065,0
Не указан,75.0,43289909,29,Beerbeer,9750,0
Ж,28.0,0,55,Bugbeer,3818,0
Ж,74.0,2,33,Strong beer,3339,1
Ж,35.0,5,16,Cola,8962,1
Не указан,76.0,2,35,Beerbeer,5907,0
Ж,75.0,77927159,56,Water,7614,1
Ж,18.0,1,42,Water,1669,1
Ж,,0,62,Bugbeer,8022,0
М,77.0,4,76,Water,7569,1
М,85.0,-4,59,Fanta,1526,1
М,76.0,1,56,Bugbeer,5451,1
М,16.0,0,33,Fanta,4862,0
Не указан,65.0,0,20,Water,9588,0
Ж,38.0,-5,77,Water,1244,1
Не указан,93.0,-1,47,Water,8182,0
Не указан,67.0,27877573,47,Fanta,7141,1
М,77.0,-3,21,Strong beer,2577,1
М,90.0,1,14,Cola,7356,1
Не указан,63.0,1,73,Fanta,2161,0
Не указан,35.0,5,60,Strong beer,4174,1
М,90.0,4,80,Fanta,7421,1
Не указан,38.0,3,42,Strong beer,2375,1
Ж,,2,45,Water,902,1
М,74.0,2,12,Cola,5906,1
Не указан,99.0,4,66,Bugbeer,3092,0
Ж,64.0,1,47,Beerbeer,210,1
Не указан,68.0,4,79,Strong beer,8101,1
М,78.0,1,74,Strong beer,3014,0
Ж,47.0,1,75,Bugbeer,9766,0
М,6.0,1,47,Strong beer,2988,0
Не указан,10.0,2,13,Cola,9834,0
Ж,44.0,2,64,Fanta,6341,0
М,9.0,0,38,Cola,5264,0
Ж,28.0,2,11,Water,5881,1
М,68.0,3,38,Beerbeer,7281,1
М,4.0,4,59,Fanta,7787,1
М,78.0,1,58,Beerbeer,6028,0
Не указан,11.0,0,27,Water,9459,1
М,5.0,4,45,Bugbeer,1585,1
Не указан,2.0,1,59,Cola,233,1
Не указан,44.0,5,71,Fanta,4741,1
Ж,34.0,1,71,Beerbeer,8212,0
Ж,96.0,0,79,Beerbeer,3908,1
М,69.0,2,70,Water,6364,0
М,17.0,2,52,Fanta,5257,1
Не указан,96.0,3,62,Bugbeer,7927,0
Не указан,33.0,2,30,Strong beer,3307,1
Ж,46.0,5,61,Fanta,9570,1
Ж,45.0,4,18,Water,312,1
Не указан,14.0,2,68,Fanta,8157,1
М,14.0,4,20,Cola,3359,0
Ж,62.0,2,45,Cola,726,1
М,17.0,58906366,67,Beerbeer,5119,0
М,79.0,3,13,Fanta,780,1
Не указан,63.0,3,53,Cola,9505,1
М,26.0,5,42,Bugbeer,566,1
М,,1,62,Strong beer,4760,0
Не указан,46.0,4,17,Water,2752,1
М,99.0,1,78,Beerbeer,1750,1
Не указан,13.0,5,67,Water,9911,0
М,52.0,2,38,Beerbeer,7076,1
Не указан,10.0,5,71,Strong beer,5336,0
Ж,44.0,77086860,60,Water,4830,1
М,32.0,0,12,Cola,1374,1
М,51.0,1,71,Water,1383,0
М,91.0,0,77,Strong beer,134,1
Ж,80.0,2,69,Cola,6071,1
М,63.0,1,43,Beerbeer,4723,0
Не указан,25.0,3,56,Fanta,228,0
Не указан,57.0,3,11,Fanta,6975,1
М,60.0,2,63,Water,4503,1
Ж,45.0,3,34,Cola,6408,1
Не указан,14.0,4,32,Water,1509,0
Не указан,33.0,4,77,Fanta,4870,0
Ж,29.0,1,47,Fanta,6576,1
М,96.0,3,52,Beerbeer,1939,0
М,53.0,2,63,Water,3192,0
Ж,96.0,3,75,Water,1337,0
Ж,85.0,0,20,Cola,6426,0
Ж,87.0,1,80,Cola,414,0
Ж,74.0,3,31,Water,3407,1
Ж,39.0,47259956,59,Strong beer,6270,0
Не указан,77.0,3,28,Strong beer,744,1
Ж,86.0,1,52,Fanta,1866,1
Не указан,87.0,0,47,Water,591,1
Ж,76.0,0,67,Water,5419,1
Ж,33.0,0,15,Cola,6065,0
Ж,87.0,4,49,Strong beer,2370,1
Не указан,92.0,98665566,53,Beerbeer,1258,1
Не указан,99.0,0,32,Fanta,7335,0
Ж,14.0,2,49,Bugbeer,51,1
Не указан,25.0,1,46,Fanta,6592,1
Не указан,95.0,56412058,10,Fanta,9172,1
Ж,23.0,4,20,Fanta,8345,0
Ж,77.0,5,54,Bugbeer,6034,1
М,3.0,3,54,Fanta,9719,0
Ж,47.0,76819545,30,Cola,9020,0
Ж,65.0,0,42,Cola,2330,1
Не указан,52.0,0,45,Water,5454,0
М,65.0,4,62,Cola,9038,0
Не указан,52.0,0,30,Strong beer,5371,1
Не указан,50.0,0,71,Fanta,8675,0
М,86.0,2,62,Bugbeer,6166,0
Не указан,92.0,3,78,Cola,7664,1
М,77.0,0,70,Fanta,3371,1
Не указан,19.0,32377478,60,Beerbeer,9391,1
М,,1,29,Water,2637,0
Ж,59.0,0,26,Fanta,8105,1
Не указан,59.0,5,62,Water,3498,0
Не указан,64.0,0,22,Beerbeer,4192,1
Ж,97.0,1,53,Cola,379,1
М,42.0,57004594,55,Water,8402,1
Ж,14.0,5,69,Fanta,6447,1
Ж,85.0,3,29,Water,2585,1
Ж,58.0,2,18,Fanta,7388,0
М,9.0,0,72,Fanta,7852,0
М,50.0,2,16,Fanta,2498,1
Ж,75.0,4,71,Water,6585,1
Не указан,99.0,2,39,Strong beer,3256,0
М,96.0,0,37,Fanta,1529,1
Ж,77.0,26294823,44,Bugbeer,4806,0
Не указан,52.0,5,29,Cola,6581,1
Не указан,96.0,3,75,Bugbeer,6575,0
Не указан,100.0,96120346,24,Beerbeer,158,0
Не указан,8.0,1,11,Fanta,7636,1
М,86.0,3,19,Water,7142,1
Не указан,97.0,5,69,Water,4555,1
Мужчина,75.0,3,24,"Наше,пиво",1614,1
Не указан,93.0,1,53,Cola,574,1
Не указан,6.0,4,31,Bugbeer,644,1
Не указан,55.0,2,17,Water,4242,1
Не указан,52.0,4,11,Water,5574,0
Не указан,30.0,4,29,Strong beer,7148,1
Не указан,7.0,3,77,Bugbeer,9749,0
Ж,4.0,-4,70,Beerbeer,9757,1
Не указан,17.0,3,27,Fanta,9169,0
Ж,62.0,4,63,Cola,2833,1
Ж,85.0,3,49,Fanta,5176,0
Ж,33.0,4,22,Fanta,6517,1
Не указан,64.0,4,10,Water,750,0
М,100.0,3,68,Strong beer,7936,1
Не указан,84.0,-6,69,Cola,3380,0
Не указан,45.0,2,23,Bugbeer,4700,0
Ж,,2,43,Fanta,327,1
Ж,74.0,2,24,Fanta,4371,1
Не указан,37.0,1,79,Fanta,2686,1
М,19.0,0,39,Beerbeer,9187,1
Ж,91.0,1,70,Cola,2140,1
Ж,93.0,3,31,Fanta,6475,0
Ж,50.0,1,17,Cola,5329,0
Не указан,92.0,0,51,Fanta,8284,1
М,87.0,2,57,Strong beer,6804,0
Не указан,64.0,5,37,Fanta,9185,1
М,68.0,4,21,Cola,9771,1
Не указан,38.0,3,17,Cola,5855,1
М,37.0,3,13,Water,4992,1
Ж,98.0,3,36,Bugbeer,9869,1
Не указан,92.0,0,53,Cola,8441,1
Не указан,32.0,88908311,74,Cola,8290,1
Ж,73.0,0,53,Beerbeer,2118,0
Ж,68.0,5,50,Bugbeer,2670,0
Ж,29.0,4,40,Strong beer,4221,1
Ж,24.0,1,51,Bugbeer,4059,0
М,73.0,2,26,Bugbeer,2281,0
М,28.0,57095687,53,Beerbeer,664,1
М,89.0,5,78,Cola,775,1
М,24.0,4,68,Cola,8821,1
Ж,51.0,2,71,Bugbeer,5141,0
М,98.0,4,79,Bugbeer,1853,0
Ж,46.0,3,52,Water,6206,1
М,59.0,5,80,Beerbeer,5886,1
Ж,29.0,2,60,Water,2175,1
Не указан,40.0,1,24,Beerbeer,1463,1
Не указан,72.0,3,32,Fanta,3751,0
М,96.0,0,32,Strong beer,2957,0
М,78.0,2,45,Fanta,2478,1
Не указан,3.0,5,72,Beerbeer,4075,1
Не указан,2.0,1,75,Cola,5030,0
М,47.0,4,23,Strong beer,710,1
Не указан,27.0,4,39,Cola,3933,1
Ж,1.0,4,72,Strong beer,6776,0
Не указан,70.0,2,69,Cola,6741,0
Ж,,4,30,Cola,7464,0
Ж,23.0,2,46,Strong beer,8672,0
М,38.0,4,46,Cola,9624,1
Ж,11.0,5,40,Beerbeer,5291,1
Ж,27.0,4,11,Water,5537,1
Ж,61.0,84996245,14,Cola,1818,1
М,9.0,0,68,Beerbeer,8083,1
М,39.0,3,34,Water,8263,1
Не указан,78.0,18794367,66,Water,218,0
М,58.0,-1,20,Water,7957,1
М,58.0,-4,46,Water,44,0
Ж,93.0,5,58,Fanta,984,0
М,52.0,0,54,Beerbeer,8861,1
Не указан,76.0,1,25,Bugbeer,6404,1
Не указан,81.0,5,60,Fanta,7319,1
Не указан,,96846318,60,Cola,6157,1
Не указан,52.0,2,56,Water,5395,1
Ж,19.0,0,18,Fanta,887,0
Ж,58.0,5,11,Cola,4713,1
М,5.0,3,22,Beerbeer,6230,1
М,51.0,1,60,Cola,3391,0
М,20.0,3,66,Water,6481,1
Не указан,87.0,1,19,Water,8307,1
Не указан,67.0,4,20,Water,1183,0
М,87.0,1,26,Beerbeer,4186,0
Ж,48.0,0,15,Water,8979,0
Не указан,73.0,4,67,Beerbeer,4518,0
М,21.0,5,56,Beerbeer,2504,1
Ж,38.0,2,43,Cola,2512,0
Ж,89.0,4,15,Fanta,5721,1
Ж,83.0,3,45,Fanta,454,0
Не указан,16.0,1,60,Beerbeer,1168,1
Не указан,79.0,5,27,Strong beer,117,1
М,65.0,0,69,Fanta,4825,1
Не указан,96.0,0,70,Fanta,4578,1
М,31.0,4,73,Fanta,8121,1
М,99.0,2,71,Bugbeer,7135,0
Ж,5.0,4,73,Fanta,1113,0
Ж,20.0,82652915,19,Cola,3294,0
Не указан,100.0,3,33,Bugbeer,286,0
М,58.0,3,11,Fanta,80,0
Ж,85.0,1,57,Strong beer,4719,0
М,43.0,5,61,Cola,8061,1
М,86.0,4,55,Fanta,6245,0
М,2.0,4,75,Strong beer,2622,0
Не указан,99.0,5,70,Strong beer,7174,0
Не указан,96.0,1,44,Water,9522,0
Не указан,32.0,1,68,Beerbeer,9014,1
Не указан,57.0,1,52,Cola,3577,1
Ж,7.0,93207401,66,Fanta,8155,0
Ж,95.0,0,27,Cola,6699,0
Ж,48.0,1,55,Strong beer,8427,1
Ж,88.0,5,77,Cola,8113,0
Не указан,72.0,2,68,Beerbeer,5262,1
Не указан,3.0,45673701,23,Water,3584,1
М,4.0,3,28,Strong beer,2937,0
Ж,18.0,4,36,Cola,2902,0
Не указан,59.0,5,66,Fanta,4929,1
Не указан,48.0,3,48,Cola,5179,0
Не указан,79.0,1,57,Cola,1780,1
Ж,31.0,3,52,Water,2171,0
Ж,40.0,5,73,Strong beer,5674,1
Ж,94.0,5,79,Strong beer,4423,1
Ж,97.0,0,10,Fanta,4006,1
М,3.0,1,79,Fanta,29,1
Не указан,50.0,3,38,Cola,3565,1
М,39.0,0,57,Fanta,4097,1
Ж,56.0,4,18,Fanta,6937,1
Ж,,-6,54,Beerbeer,6763,0
М,82.0,5,41,Bugbeer,1950,1
Не указан,74.0,4,56,Water,7136,0
Не указан,63.0,5,63,Water,1624,1
Не указан,77.0,4,41,Bugbeer,3252,1
М,69.0,63667001,28,Strong beer,4254,1
Не указан,32.0,4,27,Strong beer,2052,1
Не указан,62.0,1,55,Strong beer,9797,0
М,13.0,4,49,Beerbeer,1079,1
Не указан,50.0,1,59,Strong beer,9835,0
Ж,77.0,-5,23,Fanta,7846,1
Не указан,94.0,2,46,Fanta,1986,1
М,83.0,0,75,Strong beer,3301,0
Ж,69.0,2,32,Water,1377,0
М,28.0,3,41,Bugbeer,3730,0
М,64.0,4,23,Strong beer,1557,1
Не указан,60.0,5,79,Water,6988,1
Не указан,37.0,2,58,Bugbeer,2376,1
М,28.0,2,77,Cola,3396,0
Не указан,,4,58,Strong beer,6640,1
М,25.0,0,52,Water,6180,0
М,13.0,0,41,Beerbeer,2717,1
Ж,66.0,0,23,Strong beer,5210,1
М,63.0,3,40,Water,7895,1
Не указан,91.0,4,11,Water,4834,1
Не указан,15.0,0,31,Beerbeer,3298,0
М,88.0,1,79,Water,7743,1
Ж,61.0,5,56,Strong beer,9830,0
М,81.0,1,11,Water,2041,0
Не указан,,5,13,Fanta,4884,1
М,13.0,4,10,Water,1301,0
Ж,41.0,91452044,38,Cola,2647,1
М,31.0,1,67,Water,8827,1
М,72.0,0,80,Bugbeer,395,1
Не указан,27.0,4,79,Strong beer,741,0
Не указан,59.0,5,54,Water,9314,0
М,,3,39,Cola,2310,0
М,24.0,4,17,Cola,6386,1
Ж,98.0,2,28,Fanta,4746,1
Не указан,2.0,0,56,Beerbeer,1092,1
М,37.0,5,43,Cola,6010,0
Не указан,61.0,1,78,Beerbeer,2645,1
Ж,17.0,1,74,Water,3280,0
М,27.0,5,67,Beerbeer,4160,0
Ж,53.0,0,12,Cola,186,0
Ж,45.0,0,64,Bugbeer,3190,0
М,19.0,4,74,Water,682,1
Ж,75.0,4,25,Beerbeer,969,1
Не указан,79.0,0,40,Cola,1921,1
Ж,87.0,2,54,Strong beer,3891,0
Не указан,89.0,2,67,Strong beer,6229,0
М,31.0,76405513,37,Bugbeer,5137,1
Не указан,31.0,1,79,Strong beer,1482,0
Ж,30.0,2,25,Bugbeer,7253,0
М,82.0,3,37,Fanta,1952,0
М,91.0,4,56,Bugbeer,703,1
Ж,43.0,5,58,Bugbeer,2597,1
Ж,58.0,1,17,Water,3268,0
Не указан,32.0,5,48,Cola,1913,1
Не указан,69.0,5,47,Cola,2712,0
Не указан,72.0,5,74,Beerbeer,9776,0
Ж,31.0,-2,55,Water,7116,0
М,37.0,3,67,Water,2906,0
Не указан,27.0,5,29,Water,1007,0
Ж,64.0,1,59,Bugbeer,8055,1
Не указан,58.0,4,62,Cola,2661,1
М,71.0,3,71,Cola,9149,1
Ж,8.0,5,69,Beerbeer,6612,0
Ж,9.0,4,44,Beerbeer,581,1
Не указан,4.0,-1,30,Bugbeer,3530,1
М,87.0,2,38,Beerbeer,7515,0
М,49.0,2,57,Cola,7172,0
Не указан,34.0,-5,13,Water,9297,1
М,65.0,2,11,Cola,7003,1
Ж,,98032170,49,Beerbeer,8393,0
Не указан,21.0,2,45,Beerbeer,7329,0
М,71.0,-2,63,Bugbeer,4842,1
М,36.0,2,33,Water,9426,1
Не указан,22.0,0,33,Cola,9451,0
Ж,72.0,3,55,Beerbeer,6125,0
Ж,39.0,5,50,Fanta,2396,0
Ж,44.0,4,61,Beerbeer,9402,1
М,83.0,1,46,Strong beer,4210,0
М,33.0,5,52,Fanta,5735,0
Ж,33.0,0,55,Strong beer,244,0
Не указан,,-1,13,Cola,3846,0
Ж,45.0,4,76,Strong beer,5619,1
Не указан,18.0,1,38,Strong beer,4567,0
Ж,,2,28,Strong beer,9036,0
Не указан,19.0,2,15,Fanta,6396,1
Не указан,34.0,4,41,Bugbeer,6930,1
Не указан,78.0,-4,18,Fanta,2839,1
Не указан,58.0,0,26,Fanta,2300,1
Не указан,92.0,3,60,Beerbeer,1554,1
М,13.0,2,30,Bugbeer,3714,1
М,42.0,1,40,Bugbeer,7163,0
М,61.0,0,64,Strong beer,9009,0
Не указан,2.0,5,76,Fanta,8341,1
Не указан,36.0,5,54,Water,432,0
Не указан,33.0,5,75,Beerbeer,6144,0
Ж,65.0,0,13,Water,2943,1
М,99.0,83053187,78,Strong beer,475,0
Не указан,95.0,0,13,Water,7126,0
М,96.0,5,47,Cola,8565,1
Не указан,19.0,1,48,Cola,8346,1
М,44.0,5,57,Fanta,7006,0
Ж,15.0,5,27,Fanta,3506,0
М,12.0,0,58,Strong beer,1064,1
М,56.0,5,16,Cola,4797,1
Не указан,49.0,1,60,Beerbeer,476,0
Ж,48.0,4,32,Beerbeer,8650,1
М,,1,22,Fanta,6554,0
Ж,74.0,5,16,Water,4543,1
Ж,26.0,3,73,Bugbeer,2899,1
М,48.0,36426629,79,Bugbeer,4096,0
Не указан,88.0,5,67,Water,420,0
Ж,11.0,0,49,Water,7524,0
М,32.0,1,10,Cola,2710,0
М,95.0,5,22,Strong beer,4285,1
М,73.0,0,12,Water,3168,0
Ж,65.0,3,14,Water,7413,1
Ж,49.0,3,23,Beerbeer,1372,0
Не указан,21.0,19667213,39,Water,4780,1
Не указан,86.0,1,70,Bugbeer,9008,0
Ж,36.0,1,37,Beerbeer,8059,1
Не указан,67.0,1,66,Cola,8908,1
Ж,49.0,3,53,Beerbeer,2674,1
Не указан,73.0,3,75,Beerbeer,1185,0
Не указан,99.0,0,48,Cola,6586,1
М,95.0,5,22,Cola,3366,1
Ж,31.0,2,71,Strong beer,6339,0
М,91.0,5,41,Cola,5369,1
Ж,83.0,0,55,Cola,1145,1
М,52.0,2,57,Cola,3019,0
Не указан,4.0,0,52,Bugbeer,6402,1
Не указан,63.0,5,55,Beerbeer,5999,0
М,27.0,2,60,Bugbeer,2910,0
Не указан,5.0,5,24,Beerbeer,5483,1
Не указан,66.0,5,28,Strong beer,3538,1
М,73.0,3,79,Beerbeer,1457,1
Ж,14.0,2,24,Bugbeer,7890,0
М,2.0,0,80,Water,1062,1
Не указан,82.0,0,38,Strong beer,5857,1
М,50.0,0,63,Strong beer,5790,0
М,69.0,2,68,Water,4150,0
М,26.0,4,35,Cola,2436,1
М,20.0,-2,65,Cola,8188,0
Не указан,81.0,3,63,Water,7257,1
М,96.0,1,55,Strong beer,5400,1
М,33.0,4,59,Bugbeer,3358,0
М,30.0,3,76,Beerbeer,6986,0
Ж,63.0,3,36,Cola,299,1
М,85.0,1,28,Water,8842,0
Ж,73.0,1,45,Cola,3120,1
М,,4,62,Cola,425,1
М,20.0,1,71,Water,5147,0
М,67.0,2,48,Strong beer,2954,1
М,77.0,5,73,Fanta,309,0
М,90.0,5,68,Fanta,2283,1
Не указан,81.0,3,37,Beerbeer,514,1
Ж,,0,77,Water,2066,0
М,49.0,0,53,Cola,5439,1
М,69.0,3,31,Water,647,1
М,,0,69,Strong beer,5959,1
М,21.0,5,29,Water,5360,1
Ж,,2,60,Beerbeer,6515,1
Ж,45.0,3,47,Water,273,1
М,33.0,4,70,Strong beer,84,0
Не указан,39.0,2,71,Bugbeer,4385,1
М,17.0,2,56,Water,8836,1
Ж,95.0,5,71,Bugbeer,6482,1
Не указан,6.0,-2,73,Bugbeer,5038,1
Ж,38.0,0,56,Strong beer,2130,0
М,90.0,0,79,Bugbeer,879,0
Не указан,67.0,5,59,Cola,7841,1
Не указан,44.0,3,16,Cola,3594,0
Не указан,6.0,5,17,Fanta,5862,1
Не указан,30.0,3,76,Bugbeer,9562,1
М,52.0,4,20,Water,1410,0
Ж,41.0,5,19,Fanta,5587,1
Не указан,50.0,4,25,Cola,3874,1
М,19.0,0,63,Fanta,8602,1
М,61.0,3,51,Beerbeer,8274,0
М,38.0,2,80,Beerbeer,6736,0
М,40.0,4,25,Fanta,1524,1
Ж,15.0,1,72,Cola,1019,1
Ж,58.0,2,35,Bugbeer,9012,1
Не указан,75.0,4,65,Beerbeer,6528,0
Ж,,0,74,Cola,3780,1
Ж,35.0,0,28,Bugbeer,7904,0
Ж,2.0,2,33,Fanta,8938,1
М,69.0,0,50,Bugbeer,5027,0
Не указан,100.0,5,64,Fanta,9672,1
Не указан,34.0,3,78,Cola,2289,0
Ж,74.0,0,15,Cola,5047,1
Не указан,56.0,2,80,Strong beer,2157,1
Не указан,75.0,4,68,Water,6660,0
М,50.0,3,12,Fanta,8545,1
Не указан,10.0,0,67,Fanta,8512,1
Ж,11.0,0,51,Cola,7053,1
М,,0,69,Strong beer,9466,1
Не указан,54.0,0,29,Bugbeer,2160,0
Ж,67.0,3,21,Fanta,3773,1
М,69.0,1,68,Beerbeer,4498,1
Не указан,71.0,4,39,Strong beer,1959,1
М,87.0,3,23,Fanta,6839,0
Не указан,58.0,2,51,Fanta,4090,0
М,97.0,4,27,Water,4372,1
Ж,77.0,1,74,Water,4173,0
Не указан,44.0,2,64,Beerbeer,2003,1
М,68.0,1,38,Strong beer,2951,1
Ж,36.0,0,57,Bugbeer,5746,0
Ж,70.0,5,31,Beerbeer,8400,1
Не указан,2.0,4,28,Cola,1096,1
М,26.0,5,43,Fanta,1587,1
М,93.0,0,33,Water,2737,0
Ж,22.0,2,51,Bugbeer,8817,1
М,55.0,3,66,Fanta,3364,1
М,12.0,2,45,Beerbeer,1102,1
Не указан,41.0,4,22,Fanta,9597,0
Не указан,51.0,5,43,Bugbeer,3536,1
М,87.0,1,23,Cola,3194,1
Ж,24.0,0,74,Cola,4969,1
Не указан,55.0,3,76,Beerbeer,5095,0
Не указан,45.0,3,80,Cola,3740,0
